# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Jun 16 10:28:32 CEST 2020 [seed=1581070566592]
# -beagle_cpu -seed 1581070566592 HBV-D_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	location.branchRates	location.treeLikelihood
380000	-441.2236392505675	-62.925415705424825	-378.29822354514266	1.9503626511950696E-4	1.9503626511950645E-4	1.084535480224898	0.5499018730868148	0.454370371706764	2.3221862533184554	0.14185012970982727	0.7466161618194246	3.8902184775243613	1.665727740263368	3.86373393854435	2.17615623078979	0.042272409285592304	0.6944732246927813	1.079539282642943	0.8264730356648854	0.5558806445821066	1.4540784157397073	0.38942517118726755	0.8638006481389104	1.5883805610175292	2.2359016244523406	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-378.29822354514266
390000	-441.7234449790896	-39.88258664916078	-401.84085832992884	1.20494702862842E-4	1.2049470286284237E-4	0.3292949570420416	0.29520995790360616	0.6519168487767506	0.9640945629697442	0.23097753057629553	0.3292124936270569	1.0135335274997885	1.0291261776435345	0.48833633961175066	0.8227511707236894	0.4749309472207284	1.695727808567979	1.047197987738576	0.878457469094271	1.2666421021580667	1.8951466820448946	0.7619193897262123	1.4576657968653193	2.3680793813304004	1.8981658938644232	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-401.84085832992884
400000	-424.9993352638974	-65.87907570074384	-359.1202595631536	1.6536931909654854E-4	1.653693190965488E-4	0.5525778105677611	1.9236353156608852	0.6652954383580174	1.2194348473157226	0.10812499387598588	0.32054321084441184	0.23819370484816552	0.7405197514748516	0.4180240070033066	1.9611022050537008	0.5760737196389308	1.4547319603760338	0.45657959837726714	0.9310604140693824	0.2412796435607249	1.3402200056841633	0.6949565892707871	1.5388332646090068	1.915523707850964	1.8825233965068306	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-359.1202595631536
410000	-438.3013307442594	-57.248844226153864	-381.0524865181056	1.8316918582247582E-4	1.8316918582247574E-4	2.352940717020131	2.0772957270312165	0.3651895037036651	0.23722163575467023	0.11052496703433529	0.40661687172699573	2.8547184400379506	1.2138389261182017	0.2859052374633549	1.500787187332729	2.5103789502557596	1.5364413302029154	0.7595916412646543	0.6904527939844893	0.580351290533485	1.6298227247126633	0.28696691006790664	1.2653831263563269	1.8236404288560564	1.9286408059343116	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-381.0524865181056
420000	-441.8764015428699	-54.430732351634	-387.44566919123594	1.3117402715844174E-4	1.3117402715844163E-4	0.3078381503045041	0.9405022084482927	0.4013584624182741	0.840354040951871	0.05364678223911373	0.21472631349403237	0.9692292392832423	0.8609768403477258	4.166481263302604	1.2114480484361283	0.003941520812849595	0.7361668797802149	1.4653477130492074	0.8701702841351204	0.5787754482901226	1.445660438258017	2.525367196314483	1.0857323458584411	2.113263657034227	1.0646306566217627	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-387.44566919123594
430000	-437.7650392297765	-78.90364897603172	-358.8613902537448	1.5556915348750487E-4	1.5556915348750514E-4	0.26103116140312377	0.23701545678096145	1.0926392904764886	1.8729279332898765	0.7353189205665845	0.4081390637253597	0.6751257260108043	1.1378955087878797	2.1911368822805204	1.9528617378686075	0.31753585767393155	1.9476490855541537	6.666710480579328E-4	0.81532213039876	0.606684256698603	4.717755923614798	1.0447305044160977	1.9214244891522043	3.423075997079846	2.3201685753689185	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-358.8613902537448
440000	-457.428128445023	-44.357617681012	-413.070510764011	1.1396835879579757E-4	1.1396835879579763E-4	0.537139309535923	1.43290431473363	0.17627884595378746	0.6603980938720043	0.19101953458798906	0.6103690797322586	0.9648152164462017	0.4660743621268641	0.17877778402149094	1.5971471045384227	0.09859624747806119	0.14177848262144988	0.04857578098709785	1.4351446321799661	0.8970663915168546	1.9621098333291862	2.190858118148735	1.4004080385886049	3.8304837973420103	3.310698136927361	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-413.070510764011
450000	-446.05954129573615	-69.94606327483494	-376.1134780209012	2.6950270953926206E-4	2.6950270953926265E-4	0.15727471040652807	0.34082145909682116	0.8849038063233811	0.6444588441099157	0.5201800645891501	0.2817945028491567	1.0530655114344587	0.7145523517437465	0.139002323813955	1.2421032653045805	1.2357165460927668	2.2934859461327575	0.5511766775731489	0.501304267041873	4.611820424769431	1.4196056426996382	2.8535908827230005	1.8384469653369533	1.485168935539276	2.4477815934074396	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-376.1134780209012
460000	-434.5456533265845	-41.25697621918458	-393.2886771073999	1.746165549895867E-4	1.7461655498958703E-4	0.08458482374163347	1.2163903906136995	0.3266293333829781	0.34579688980065076	0.3805718727838813	1.2375407768964806	0.7568476711858579	0.1723111181749258	0.019093141583100562	0.7846858307017003	4.2904273313082E-4	0.5289905373221435	1.1402468606814067	0.5082583740288941	3.462286044117445	0.8982685126644014	1.2997117940257712	1.065157125384348	1.6480269800685365	1.7337708395198257	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-393.2886771073999
470000	-449.3261995706362	-40.15828421364217	-409.16791535699406	1.5615223055931473E-4	1.5615223055931454E-4	0.3113741537204384	1.1145459472841388	0.8323343681304436	1.1743600535299943	0.1628788906386716	0.2881012725492234	0.9606304157346791	0.12755485007382808	0.059573171342009304	1.155705918598408	0.6246015319559322	0.5284108934074094	0.27376102882006975	0.8723032974112616	0.3474771674914983	1.3123691367146157	0.30174299470666277	0.8467840577436885	1.9011827747395291	1.4115137332136305	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-409.16791535699406
480000	-430.697005720271	-61.28285544676531	-369.4141502735057	1.8239815133925245E-4	1.8239815133925264E-4	0.432730244104795	2.6102015335271305	0.4656285467710422	1.4835727089564974	0.7607316517494394	0.928272410756963	0.044024539084612596	0.627860572916079	0.43835665408822144	1.1533087153590167	4.313078116472315	0.8179107094686912	1.117288312675248	0.7076149504533756	0.41834604800362585	1.556854811102183	0.47757914894763	1.7852575270444078	2.175135450446008	1.6090986173888422	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-369.4141502735057
490000	-429.3161237938347	-68.07852079140402	-361.2376030024307	2.413418141973051E-4	2.4134181419730507E-4	3.2577120279795215	0.2379794673717058	0.751245047783904	0.1158825671241508	0.3028607262317876	0.13231533959092917	0.18405547050280996	0.43577589519244575	0.2504347284112205	0.5093256780310169	1.4695629814330893	0.6633936916587789	0.8900533787080726	1.479416925323977	0.7212429180658861	2.4722997138722502	0.5967551122481513	2.3877116281292126	1.8756389800919135	2.2378500699846864	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-361.2376030024307
500000	-445.61582369675324	-68.18590166376426	-377.429922032989	1.8120734877455545E-4	1.8120734877455483E-4	0.12380213996080495	0.18310552298301164	0.27964163031136696	0.5338150111034997	0.34799236840702574	0.8854355234315333	0.31518449713958185	2.7631378557498274	0.7124873993225417	1.5158594488553125	0.1705597369526943	0.737535522237961	0.7825893347260188	0.9264599017071568	0.8729193069657192	2.020674642930623	2.220436275478473	4.3005169421528375	1.7448611419365712	1.3039819343375791	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-377.429922032989
510000	-439.7835141405516	-35.67087267126155	-404.11264146929	8.673950386922035E-5	8.673950386922008E-5	0.600420307704837	0.5375970801300152	0.25582738469009897	0.23214146940048713	0.794002652918476	0.06727706804050979	0.309405908756882	0.515579709995829	0.4674793947865315	1.0945880027297215	0.11733647630888625	0.6365337410512022	0.740624891546077	0.7185408093220177	0.11232015185552732	2.9948666020167116	6.202498826875382	0.8979420224984335	1.8495849968203866	1.8469698086517876	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-404.11264146929
520000	-468.2012677386853	-88.29241707036199	-379.90885066832334	1.6359165116768288E-4	1.6359165116768245E-4	1.5300578728518328	1.0623882717638686	0.08617292925900978	4.027152647689338	0.3284828554352364	0.6971404203683088	0.6378832314491196	5.212813739605129	0.4164747785376437	0.9348762837062299	2.9734720888608326	2.9046331399098806	1.0886240584509108	0.4154404709746719	0.19842392206608814	1.720251334007244	1.0048210370043993	1.4093535647371827	1.5128500174699357	1.3457218469786356	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-379.90885066832334
530000	-453.9588908073612	-63.587833118192606	-390.37105768916854	1.629699016776528E-4	1.6296990167765342E-4	0.31885734487474104	2.088802137740306	0.8914842150825036	0.1742314400168355	2.965053647051516	2.9504687311980233	0.6205830035077092	1.0736457591148303	2.2568708333284877	1.4984830969466214	0.18352837222252108	5.136551070731853	1.6625984700473637	1.358020006935982	0.3441193531318657	3.4556029505779313	0.20602961074064063	1.442955430681792	5.457231164275756	2.9117009302159573	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-390.37105768916854
540000	-437.8729800041888	-39.895447726276444	-397.9775322779123	8.981997138123606E-5	8.98199713812362E-5	0.683525881788564	0.202786959311299	0.07497194264403223	0.47455752161057263	0.28539238278591966	0.7058138760970998	0.692295002387989	0.3945178207892	1.5918757970309656	1.802135098036488	5.081434498414233	0.00918366587811016	0.11419347747531314	0.3176057387388881	3.0884569784052833	1.4573230017706789	0.6816738289339799	1.5240327988389886	1.2115721082695514	1.1324954447108115	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-397.9775322779123
550000	-451.3344439905252	-47.630406608081046	-403.70403738244414	1.4409849032295048E-4	1.440984903229509E-4	4.4920908395593395	0.5301614030786305	0.7471298389526182	0.37913533771880065	2.9684896394251123	0.5690846223410485	0.8893468932493441	0.24346978775899383	0.43136216478064815	1.0986030276917413	0.20539295423998197	2.2041821666454084	0.8721011168657451	0.5307837092488983	0.817896272241677	1.8682771939146419	0.8357317065108921	1.6754505214677535	1.9325843617614613	1.3721541624894147	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-403.70403738244414
560000	-439.43650673447314	-49.39452940674444	-390.0419773277287	1.481680230122645E-4	1.4816802301226444E-4	3.7625858399528544	1.44118097861588	0.5298232600618694	1.6385438838587225	0.3173738665860292	1.4397061982240515	1.2901371914625224	0.4236848971110621	1.3098726002306589	0.8770509888545729	0.5626908300766628	0.9360233828577841	0.17958066263722605	0.8540721611124681	0.030775644353452886	1.1468559767686601	1.0127993109232145	0.8135506464276901	1.3356855523898523	1.8788135567597781	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-390.0419773277287
570000	-435.29283999700954	-42.17467466392321	-393.1181653330863	1.1928065589337726E-4	1.1928065589337743E-4	1.9577535152000116	1.418753449997917	0.4260642318384762	1.6013601717038255	0.7526086214524995	1.5803717540667446	0.7529170988768777	1.0056226208745522	0.4847478430515867	1.1774181852700911	0.8450028727558618	0.632601123066686	0.0885561573736696	1.5395552110049424	0.18628590083375537	1.4337598864417755	0.4351076091592022	0.7006244865345498	1.4957150990133081	2.2078727758933003	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-393.1181653330863
580000	-432.17641832925045	-57.107507986876904	-375.06891034237356	1.6309184288516658E-4	1.6309184288516677E-4	2.6160168150128364	0.31715585801303625	0.40775589840761284	0.8315702445274669	0.6460998271772762	0.5823585930970835	0.05235398941752962	0.3441379295155832	0.4863978630739914	0.9018552630177102	0.6293497788784177	0.9524171474211023	0.4469894885397027	0.3418019582649358	1.2909637211820013	1.001575554520569	1.0982474215988427	0.38433203009970096	0.8766501334112083	0.6649747685940199	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-375.06891034237356
590000	-453.2793146358232	-87.38894129580407	-365.8903733400191	1.8787929336466227E-4	1.878792933646626E-4	1.2735077639400845	0.7877123830394104	1.5394850103190376	0.16892168268772892	0.9227745588983647	2.4516192038498277	0.9140227739684249	1.1778122850570774	0.16672274361209885	1.592034336423074	0.041742420685314245	1.8324721709612648	1.6194043764128325	1.6826743918174005	0.024887322005495465	4.564215193638494	0.3022982069782907	0.8598305870263813	4.271524955322999	2.750649816941495	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-365.8903733400191
600000	-452.6480120336598	-37.44725572316351	-415.20075631049633	1.1802986230323553E-4	1.180298623032355E-4	0.4669634133036403	0.4519032809214352	0.25262120559044476	0.09433640589762468	0.2832718865352743	0.6662044125416644	0.47591655873790834	0.8081693577460525	0.39413669189351774	1.916936894212233	1.3224173125352154	0.2825951961650413	0.1760804808344162	0.5680558286161613	0.7015891222545166	0.8909912901607102	1.3996535826884808	0.7970103294601533	2.657003584604237	1.848856970812577	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-415.20075631049633
610000	-436.79805547881784	-55.64662912987253	-381.15142634894534	1.6308893674242078E-4	1.6308893674242113E-4	0.018671801344850643	1.8044921261169726	0.6340026190820239	0.9233008516457739	0.20891343648280244	1.5342767158849093	0.1337857868327291	0.11855704891246271	1.1113269632359783	0.6987610345618874	0.42756418899178406	1.2884225984298185	0.11728600548751289	0.3788411201722093	3.6027355477271588	0.7527227838202264	0.4528598979204509	1.2931883538136584	1.2228762382605975	0.8477886519973482	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-381.15142634894534
620000	-432.19085172604355	-48.91275028670269	-383.27810143934084	1.5100932796901446E-4	1.5100932796901486E-4	1.8026926701855956	1.1614689168247578	0.652983718907854	0.26667255965512643	0.06087642483669921	0.25506093728066503	0.1562166458471584	0.5716433253786074	1.0591681798787866	1.1108502586731794	1.9287845267274437	3.0974298714019612	0.11426070957676868	0.7950024450627013	1.1289778155916548	1.8272971230412889	0.9813293378284853	0.55758651963103	2.7525292478578254	2.417807403782468	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-383.27810143934084
630000	-447.0741838220126	-68.55654552384823	-378.5176382981644	1.9951351297926753E-4	1.9951351297926729E-4	0.7361826910935463	1.022352348728883	0.4426244285663873	0.4100279588834403	0.4690061699975211	0.7952657444446688	0.08536983765369262	0.4520592493699294	0.5013956439863094	0.8042642183970152	0.047903746656715415	3.1091296592559523	0.9228186340404927	0.3892097504493728	1.0524371128775951	1.4333275102435565	1.50283345780411	1.1281461024678026	2.114921984878409	1.864240403237288	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-378.5176382981644
640000	-448.2060050210407	-40.45996136476402	-407.7460436562767	1.2892725702207542E-4	1.289272570220754E-4	3.0171154863741902	0.15309641793191928	0.04535412991161479	0.02061555747842493	0.24726422026905484	0.05436257529938311	0.18529299456296616	0.31035960289915115	0.6441662085669623	0.48035501477667975	0.1896020329112809	0.5163861231877676	0.7577570240376278	0.3054563630403703	1.995636525906623	0.6546160775801592	0.3496940121642491	0.7049877902156129	1.1551091425432118	1.7649096393908814	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-407.7460436562767
650000	-448.9303208276965	-68.56832378762408	-380.3619970400724	1.8051761032234124E-4	1.8051761032234116E-4	0.02237397660629171	0.4687577613390598	0.3237463774433036	1.046202439882788	1.4306047387755754	1.8554069216719205	3.134622771545068	0.3505768928072906	0.29753362129610106	1.475514958458025	0.032010502449578766	4.5662828250795355	0.23488593593929638	0.692722853041868	1.0164546229337146	2.7775652976795513	0.9359801699889365	1.16612520832331	1.74890053036893	1.353229571025024	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-380.3619970400724
660000	-443.0068303165143	-53.36475479940876	-389.6420755171055	1.8563181875336853E-4	1.856318187533683E-4	1.1830096624965454	1.414025228863208	0.3063645279608228	1.502673774342195	0.9103806724701734	0.7533267107745941	0.6099166135251906	1.3442554699439406	1.6319561220361876	1.732167247312992	1.651460028439178	0.6866364175179965	0.15797546460636777	1.447513129027656	1.1299215442520736	0.9518199902392905	1.2558049916048293	0.9457247092406176	2.0778591170753913	1.350602281767852	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-389.6420755171055
670000	-448.739799618978	-65.04772312575909	-383.6920764932189	1.9988515934050904E-4	1.998851593405084E-4	0.21793205735863258	0.1309013991875828	1.084041574324597	2.1454890426598383	0.7575736220035197	0.018583692282034926	0.7086670848391832	0.3476212789790503	0.11817399017524477	1.5691121438577793	1.805148959193911	1.3908533709410467	0.23539560333918222	0.6176776479065852	1.0474504869717811	1.6016078618932583	1.1084244054035466	3.304012711892322	1.5925294270305106	2.3722098313667948	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-383.6920764932189
680000	-438.1295490743662	-57.828717290851756	-380.30083178351447	2.0984217867841306E-4	2.0984217867841314E-4	0.4891515618952281	0.05435745232198099	0.1850843643077164	2.4078037833820782	0.49436265143095787	0.12535176525525918	0.07724509750960577	0.7303026237771685	1.0990435198753694	1.1138060166705823	0.7806695789342445	0.3868288119823438	2.828425564467996	1.4576841764949897	0.6780549165588272	1.7179504870587632	0.4213967675434233	4.135090171582474	2.4817777473338007	1.9142156002517272	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-380.30083178351447
690000	-438.9336608965652	-54.80428746332721	-384.12937343323796	1.4277627303060263E-4	1.4277627303060252E-4	2.8185039129169005	2.3172849264440276	0.36780807203197863	0.81322696244449	0.519628084773491	0.2961497812851127	0.189396591420198	0.3986400314905139	0.13709835383684327	0.69411661946696	2.915626787629829	0.03742475497455626	0.2642220389330258	0.9329376118850569	0.6694327343622825	1.8007900207333076	0.09532051563983403	1.9405667971746916	2.021570570711244	1.916418536510672	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	13.0	0.0	-384.12937343323796
700000	-436.0401675670056	-61.47360668988108	-374.5665608771245	1.7328419184041872E-4	1.732841918404189E-4	1.4800629918102968	3.7899423086892146	0.5144914463731496	2.377747519478093	0.029481898120138874	0.5893177112492437	0.40365062613850344	0.46313525374492365	0.03638205105236315	1.663936654284484	1.6901842011202037	0.909908003768751	1.2545603159561043	0.4515109048642198	0.21621174897671488	2.346004996673426	0.30195314010086377	1.744029114370181	2.096711874165316	2.4463462975649874	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-374.5665608771245
710000	-440.7372252407304	-62.27410078277221	-378.4631244579582	1.673396010101425E-4	1.6733960101014277E-4	0.03826239176983694	0.1181078873906779	0.3003224645337501	1.748632102704904	0.008094201245236155	0.19918223525376016	0.028037350483234417	0.2896070052453623	1.4440075197754847	1.3199080627555284	2.162160953693917	0.8794835531926726	0.10233594388853604	0.5998935152646905	0.5622170447296955	2.649489135259099	0.6219357667030087	1.2023689215724531	1.7672274314795218	1.5017619888213913	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-378.4631244579582
720000	-446.24195642380863	-60.96485488717264	-385.277101536636	1.6863941384604876E-4	1.6863941384604906E-4	0.07471609929176377	0.4217566724225325	0.7413337450281046	0.2286598725090831	0.17415408374495528	3.6204400357499344	1.0308139337194826	0.4607596762039963	0.7293194814255158	1.598324664326905	0.4323119597949365	0.9524179862398022	1.3455498182607968	0.7657223425614366	3.2308928922138724	2.4708475911034586	1.8853018165930109	3.346239179473465	3.6081755123216235	2.2570088986241625	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-385.277101536636
730000	-442.48692414930196	-57.04991141097314	-385.4370127383288	1.2770505935085218E-4	1.2770505935085245E-4	0.364379094524876	1.1504125727656123	0.4128408157096021	1.4454962643636569	0.2844056530138336	0.2110798494305719	5.68188482713332	1.2241086311936304	0.3145100547914002	2.750110268612723	0.16362750716373528	0.651728481779404	1.729716552456769	1.2852780817114462	0.25714269884880847	1.2157965192711293	1.1242127692090844	1.967445302000098	3.016710813747289	2.433430431437413	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-385.4370127383288
